0, 0.575499, 0.716310, 0.751013, 6
1, 0.516249, 0.715464, 0.622586, 4
8, 0.768841, 0.834062, 0.887715, 6
13, 0.600426, 0.745561, 0.694489, 5
14, 0.578456, 0.747083, 0.759300, 5
15, 0.558290, 0.696014, 0.716968, 5
16, 0.506682, 0.647201, 0.641844, 5
17, 0.661941, 0.787965, 0.810778, 5
20, 0.500483, 0.697298, 0.708128, 6
27, 0.556663, 0.686276, 0.643311, 6
28, 0.372897, 0.440311, 0.587331, 5
29, 0.622513, 0.743900, 0.774298, 6
30, 0.548722, 0.715679, 0.647014, 5
31, 0.451737, 0.664848, 0.659697, 4
32, 0.586196, 0.726100, 0.806332, 4
33, 0.425879, 0.586562, 0.550418, 5
34, 0.419041, 0.580249, 0.515443, 6
35, 0.388222, 0.523860, 0.554416, 6
36, 0.595739, 0.706752, 0.787319, 5
37, 0.766640, 0.894485, 0.755011, 4
38, 0.612979, 0.773821, 0.907110, 7
39, 0.530843, 0.796176, 0.802479, 6
40, 0.460210, 0.740699, 0.549608, 5
41, 0.538456, 0.750984, 0.838390, 3
42, 0.651525, 0.840458, 0.813602, 4
45, 0.660783, 0.792041, 0.835071, 3
46, 0.397425, 0.621376, 0.586763, 3
55, 0.760706, 0.895055, 0.865962, 5
56, 0.902970, 0.965941, 0.976394, 3
58, 0.645562, 0.814994, 0.866177, 5
59, 0.382094, 0.473609, 0.558035, 6
60, 0.347481, 0.453967, 0.686460, 6
61, 0.782390, 0.887179, 0.879504, 3
62, 0.766567, 0.884366, 0.873136, 4
75, 0.650894, 0.740535, 0.820333, 6
76, 0.544016, 0.747921, 0.786689, 6
77, 0.865378, 0.943130, 0.925731, 3
78, 0.649186, 0.831183, 0.845834, 4
83, 0.599760, 0.784682, 0.697618, 3
84, 0.672464, 0.750592, 0.852113, 3
85, 0.615793, 0.708594, 0.688358, 3
86, 0.385204, 0.465336, 0.681847, 5
87, 0.670667, 0.846322, 0.688245, 3
88, 0.335802, 0.459958, 0.444055, 5
89, 0.497030, 0.673601, 0.702633, 5
90, 0.484968, 0.630367, 0.700215, 5
116, 0.594113, 0.713239, 0.714662, 6
117, 0.642705, 0.741947, 0.698245, 5
118, 0.620892, 0.729913, 0.844076, 6
124, 0.680988, 0.819237, 0.823469, 3
125, 0.667032, 0.800254, 0.808969, 3
126, 0.759006, 0.855461, 0.856988, 3
127, 0.912241, 0.969925, 0.975092, 3
128, 0.636920, 0.820474, 0.830028, 3
130, 0.681612, 0.795040, 0.833918, 3
131, 0.567541, 0.687388, 0.790449, 3
132, 0.529482, 0.642398, 0.789535, 3
133, 0.648107, 0.810943, 0.798893, 3
136, 0.784816, 0.884389, 0.862977, 3
152, 0.523599, 0.571259, 0.799050, 5
153, 0.757386, 0.858226, 0.888959, 4
154, 0.554202, 0.628999, 0.812170, 4
166, 0.905549, 0.946286, 0.954507, 4
167, 0.829893, 0.887727, 0.866723, 3
168, 0.853704, 0.914963, 0.920943, 3
170, 0.662942, 0.746273, 0.843858, 7
171, 0.685377, 0.784735, 0.837291, 5
172, 0.483616, 0.600932, 0.722012, 6
173, 0.528984, 0.789313, 0.676197, 5
174, 0.674897, 0.851536, 0.722859, 4
175, 0.510366, 0.745900, 0.841721, 4
179, 0.714402, 0.861089, 0.872699, 6
180, 0.765404, 0.869008, 0.877713, 3
181, 0.706443, 0.954356, 0.845626, 4
182, 0.924949, 0.961983, 0.834369, 2
183, 0.874320, 0.964879, 0.930328, 4
184, 0.782908, 0.875190, 0.874124, 5
185, 0.629019, 0.770314, 0.763736, 4
186, 0.723856, 0.806165, 0.825700, 3
187, 0.863816, 0.915539, 0.918648, 3
188, 0.801306, 0.862199, 0.928509, 5
189, 0.449362, 0.522545, 0.773232, 5
190, 0.537115, 0.665398, 0.737799, 3
191, 0.948677, 0.974603, 0.973473, 3
192, 0.906939, 0.951890, 0.947397, 3
193, 0.864523, 0.923359, 0.950415, 3
194, 0.823961, 0.918295, 0.856715, 3
195, 0.424325, 0.644950, 0.558486, 3
196, 0.464564, 0.577609, 0.566650, 3
197, 0.604743, 0.769618, 0.758883, 3
198, 0.679703, 0.779840, 0.861863, 4
199, 0.621460, 0.767069, 0.761443, 5
200, 0.739546, 0.844906, 0.893520, 5
201, 0.853146, 0.905887, 0.948785, 5
206, 0.710093, 0.851026, 0.794088, 4
207, 0.600894, 0.717913, 0.770090, 6
208, 0.840411, 0.919175, 0.942841, 5
209, 0.640285, 0.742817, 0.879192, 4
210, 0.741267, 0.818439, 0.926097, 6
211, 0.556351, 0.656201, 0.836376, 5
219, 0.654788, 0.747493, 0.784494, 5
220, 0.583601, 0.749367, 0.853486, 6
221, 0.653101, 0.770761, 0.853757, 4
249, 0.720572, 0.833377, 0.829728, 3
263, 0.567735, 0.769116, 0.759535, 6
270, 0.659761, 0.823613, 0.858652, 6
271, 0.518363, 0.720683, 0.698281, 6
272, 0.439870, 0.550530, 0.616395, 7
278, 0.647901, 0.784660, 0.824076, 7
279, 0.719744, 0.812925, 0.626595, 5
280, 0.573649, 0.729721, 0.576541, 5
281, 0.541553, 0.709254, 0.698835, 6
282, 0.481179, 0.831885, 0.549424, 3
283, 0.710033, 0.801619, 0.860524, 7
284, 0.620364, 0.758508, 0.666219, 6
295, 0.590103, 0.754916, 0.686915, 6
296, 0.529175, 0.683733, 0.652873, 5
297, 0.408085, 0.569165, 0.606470, 6
298, 0.514667, 0.702618, 0.656412, 7
299, 0.710700, 0.850933, 0.825117, 6
300, 0.450510, 0.598669, 0.651390, 6
301, 0.562192, 0.678117, 0.755247, 6
309, 0.659320, 0.754111, 0.914271, 6
310, 0.555700, 0.700883, 0.759716, 5
