0, 0.591438, 0.724425, 0.764777
1, 0.489999, 0.738979, 0.571897
8, 0.822197, 0.894834, 0.900359
13, 0.592673, 0.705034, 0.819423
14, 0.728552, 0.831917, 0.887534
15, 0.684155, 0.798427, 0.806793
16, 0.619835, 0.738151, 0.719098
17, 0.727700, 0.824304, 0.860680
20, 0.552614, 0.768499, 0.754679
27, 0.227153, 0.418036, 0.438457
28, 0.480757, 0.581833, 0.721362
29, 0.566388, 0.702353, 0.659646
30, 0.588231, 0.721141, 0.685780
31, 0.411577, 0.592835, 0.637357
32, 0.650344, 0.714215, 0.892326
33, 0.464548, 0.628738, 0.557542
34, 0.589080, 0.726927, 0.660749
35, 0.509584, 0.642986, 0.670866
36, 0.721392, 0.842761, 0.813834
37, 0.767661, 0.912999, 0.793796
38, 0.452935, 0.536755, 0.872243
39, 0.441577, 0.612279, 0.798023
40, 0.405872, 0.577511, 0.631230
41, 0.735816, 0.829049, 0.861961
42, 0.519057, 0.645684, 0.801848
45, 0.843183, 0.907089, 0.918069
46, 0.645501, 0.784056, 0.862002
55, 0.778644, 0.892758, 0.883782
56, 0.852526, 0.897429, 0.972921
58, 0.673080, 0.815055, 0.892990
59, 0.536952, 0.638802, 0.775561
60, 0.625875, 0.744369, 0.852032
61, 0.734323, 0.870962, 0.853160
62, 0.818030, 0.894825, 0.886524
75, 0.638166, 0.738387, 0.836294
76, 0.679681, 0.810382, 0.858906
77, 0.867697, 0.946504, 0.929563
78, 0.736840, 0.863796, 0.897304
83, 0.636362, 0.783009, 0.691788
84, 0.641221, 0.708352, 0.879994
85, 0.578202, 0.665151, 0.666976
86, 0.468403, 0.598196, 0.704999
87, 0.835577, 0.858573, 0.873138
88, 0.557420, 0.686853, 0.669098
89, 0.493521, 0.658636, 0.701414
90, 0.472506, 0.567235, 0.724658
116, 0.494875, 0.640184, 0.617458
117, 0.617237, 0.724817, 0.680546
118, 0.662795, 0.823029, 0.845282
124, 0.644582, 0.713374, 0.895662
125, 0.629102, 0.699734, 0.885390
126, 0.836612, 0.903780, 0.921112
127, 0.897535, 0.961065, 0.969458
128, 0.742506, 0.887781, 0.898603
130, 0.678295, 0.788154, 0.830153
131, 0.539477, 0.643282, 0.745584
132, 0.547207, 0.641632, 0.789033
133, 0.682918, 0.794357, 0.823762
136, 0.617942, 0.682909, 0.880732
152, 0.842843, 0.909775, 0.881788
153, 0.718510, 0.819864, 0.864877
154, 0.596542, 0.700162, 0.839040
166, 0.741983, 0.763370, 0.973020
167, 0.842807, 0.884969, 0.941727
168, 0.837685, 0.903890, 0.915434
170, 0.733209, 0.843612, 0.832102
171, 0.664910, 0.782621, 0.807813
172, 0.492574, 0.697405, 0.729659
173, 0.558751, 0.703863, 0.777297
174, 0.721110, 0.856215, 0.830722
175, 0.552097, 0.640819, 0.878218
179, 0.611804, 0.712874, 0.851199
180, 0.637036, 0.754445, 0.744643
181, 0.535591, 0.642192, 0.802500
182, 0.777437, 0.915916, 0.898655
183, 0.750796, 0.817167, 0.940777
184, 0.570663, 0.726750, 0.686973
185, 0.667928, 0.780892, 0.820533
186, 0.661386, 0.787795, 0.808405
187, 0.866187, 0.920609, 0.920892
188, 0.848506, 0.891127, 0.954252
189, 0.625553, 0.713866, 0.859012
190, 0.749498, 0.845539, 0.874544
191, 0.940323, 0.970990, 0.968628
192, 0.939955, 0.971940, 0.967351
193, 0.805451, 0.855628, 0.939121
194, 0.824512, 0.938650, 0.888442
195, 0.495832, 0.718440, 0.622583
196, 0.387743, 0.584666, 0.491589
197, 0.496692, 0.690998, 0.649618
198, 0.723974, 0.819691, 0.845415
199, 0.566748, 0.655772, 0.812041
200, 0.694760, 0.785913, 0.876231
201, 0.777649, 0.873243, 0.911293
206, 0.546695, 0.662444, 0.810963
207, 0.467611, 0.648791, 0.607316
208, 0.833374, 0.930159, 0.944269
209, 0.601848, 0.674945, 0.877160
210, 0.760966, 0.837334, 0.926402
211, 0.422499, 0.522633, 0.766063
219, 0.748582, 0.831071, 0.880567
220, 0.606803, 0.701096, 0.867120
221, 0.688190, 0.783492, 0.857931
249, 0.734382, 0.841717, 0.839883
263, 0.440329, 0.610935, 0.640242
270, 0.723236, 0.837060, 0.883272
271, 0.546408, 0.723624, 0.685689
272, 0.531035, 0.668122, 0.746785
278, 0.619259, 0.762049, 0.825472
279, 0.707934, 0.798360, 0.780744
280, 0.552044, 0.668652, 0.600493
281, 0.591196, 0.759564, 0.718872
282, 0.670603, 0.903320, 0.670189
283, 0.622814, 0.747435, 0.840813
284, 0.730715, 0.831034, 0.863286
295, 0.590497, 0.731302, 0.703490
296, 0.677942, 0.796282, 0.752535
297, 0.507832, 0.647854, 0.648514
298, 0.642184, 0.785241, 0.763918
299, 0.657896, 0.772278, 0.780316
300, 0.577425, 0.760197, 0.663448
301, 0.592349, 0.709813, 0.762058
309, 0.589388, 0.697570, 0.816826
310, 0.493174, 0.698614, 0.725001
311, 0.696185, 0.764858, 0.923319
314, 0.752178, 0.872550, 0.897291
315, 0.650684, 0.777912, 0.784043
316, 0.561206, 0.673989, 0.722079
324, 0.185595, 0.391391, 0.353876
325, 0.477282, 0.631460, 0.695993
326, 0.449254, 0.638191, 0.635633
327, 0.555441, 0.701836, 0.770164
328, 0.614363, 0.745646, 0.809307
329, 0.637760, 0.753417, 0.784144
330, 0.606999, 0.710760, 0.666750
331, 0.585480, 0.743121, 0.650320
332, 0.715490, 0.811820, 0.808697
333, 0.526769, 0.723692, 0.684335
334, 0.651932, 0.857237, 0.526011
350, 0.620159, 0.712658, 0.836944
351, 0.607640, 0.768954, 0.752786
354, 0.645975, 0.765439, 0.779192
355, 0.688789, 0.798023, 0.831254
356, 0.604819, 0.713120, 0.787828
357, 0.713512, 0.842621, 0.855712
358, 0.713078, 0.848144, 0.842601
359, 0.834959, 0.927196, 0.937739
360, 0.645988, 0.724467, 0.893357
361, 0.474409, 0.618826, 0.785922
362, 0.637292, 0.781717, 0.863457
363, 0.671776, 0.793381, 0.829387
383, 0.400217, 0.619732, 0.332830
384, 0.617071, 0.790729, 0.780551
385, 0.636699, 0.729845, 0.833528
386, 0.557579, 0.717239, 0.699299
387, 0.740831, 0.837249, 0.840657
388, 0.715274, 0.838210, 0.834377
389, 0.716899, 0.828161, 0.834195
394, 0.655570, 0.782207, 0.749991
395, 0.567955, 0.685030, 0.780380
396, 0.721478, 0.863817, 0.816871
410, 0.547029, 0.635230, 0.812460
411, 0.821766, 0.876429, 0.950219
412, 0.782111, 0.836259, 0.940726
413, 0.614588, 0.703051, 0.758644
429, 0.612427, 0.727206, 0.800786
430, 0.571212, 0.713003, 0.751469
431, 0.556851, 0.727827, 0.688666
432, 0.859196, 0.927890, 0.927117
433, 0.597941, 0.742056, 0.848618
434, 0.450635, 0.520135, 0.801920
440, 0.624235, 0.753580, 0.717365
441, 0.465795, 0.641443, 0.644648
442, 0.516222, 0.667709, 0.676282
443, 0.820776, 0.892732, 0.861959
444, 0.705942, 0.826312, 0.862204
445, 0.425239, 0.552897, 0.479245
446, 0.579956, 0.813375, 0.752728
447, 0.908244, 0.944702, 0.960943
461, 0.768579, 0.877520, 0.857930
462, 0.753185, 0.827316, 0.728480
463, 0.762864, 0.870206, 0.876003
464, 0.759307, 0.885027, 0.875747
465, 0.674795, 0.791704, 0.833075
468, 0.533822, 0.648287, 0.730765
469, 0.674781, 0.807047, 0.833769
470, 0.695378, 0.785461, 0.900692
471, 0.562076, 0.745939, 0.705681
472, 0.715283, 0.896679, 0.858102
473, 0.597266, 0.715162, 0.768750
474, 0.435368, 0.601327, 0.564673
475, 0.356833, 0.700826, 0.604935
476, 0.548378, 0.664921, 0.732580
507, 0.401091, 0.549540, 0.635926
508, 0.521486, 0.654704, 0.761583
509, 0.544526, 0.732475, 0.770916
510, 0.570678, 0.656361, 0.777838
511, 0.557498, 0.746127, 0.711276
512, 0.596068, 0.678472, 0.851196
514, 0.733238, 0.843032, 0.819519
515, 0.657083, 0.764325, 0.861230
516, 0.649797, 0.794271, 0.788181
517, 0.609141, 0.684635, 0.872073
518, 0.744624, 0.823485, 0.849645
519, 0.686431, 0.795723, 0.849208
520, 0.672143, 0.759226, 0.841699
521, 0.890031, 0.924900, 0.960647
522, 0.556383, 0.698122, 0.807165
523, 0.820176, 0.902144, 0.917255
524, 0.769546, 0.844646, 0.930553
525, 0.832421, 0.899563, 0.952526
530, 0.649363, 0.839237, 0.863814
531, 0.469917, 0.591203, 0.665406
532, 0.722212, 0.799096, 0.920840
536, 0.699759, 0.785427, 0.846762
537, 0.859089, 0.936094, 0.948375
538, 0.817604, 0.936517, 0.910291
548, 0.518361, 0.702703, 0.699976
549, 0.599559, 0.731892, 0.814633
550, 0.567727, 0.717244, 0.784470
554, 0.580474, 0.733679, 0.674468
555, 0.610936, 0.763676, 0.705396
556, 0.654232, 0.779394, 0.801968
557, 0.318967, 0.513591, 0.497010
558, 0.667724, 0.858970, 0.751908
559, 0.713803, 0.817460, 0.862882
560, 0.756205, 0.847655, 0.868914
561, 0.651103, 0.743541, 0.725722
562, 0.703693, 0.812644, 0.776091
563, 0.760925, 0.826810, 0.923076
564, 0.700472, 0.786741, 0.857560
565, 0.739904, 0.883448, 0.854906
566, 0.636851, 0.777193, 0.729056
567, 0.570844, 0.705747, 0.695946
568, 0.718650, 0.777732, 0.828950
569, 0.718440, 0.826654, 0.835153
570, 0.387554, 0.583231, 0.592199
578, 0.596998, 0.690107, 0.800966
579, 0.739148, 0.843669, 0.879565
580, 0.581215, 0.714074, 0.680449
581, 0.586088, 0.742406, 0.718413
582, 0.535373, 0.694045, 0.712878
590, 0.788213, 0.886843, 0.943825
591, 0.582549, 0.710149, 0.882039
592, 0.744274, 0.846082, 0.871011
593, 0.690613, 0.781359, 0.872244
602, 0.522799, 0.660475, 0.831108
603, 0.577501, 0.720674, 0.675629
604, 0.565051, 0.761550, 0.692210
605, 0.655971, 0.775312, 0.831656
606, 0.468730, 0.604105, 0.559116
611, 0.660331, 0.775087, 0.775156
612, 0.700447, 0.804384, 0.736831
616, 0.803469, 0.894491, 0.895506
617, 0.773053, 0.881255, 0.891445
618, 0.547901, 0.614472, 0.845236
619, 0.730767, 0.838365, 0.850926
620, 0.746565, 0.863636, 0.885556
632, 0.547770, 0.717588, 0.743340
633, 0.558295, 0.689777, 0.749001
634, 0.695599, 0.797335, 0.874516
635, 0.878029, 0.924719, 0.944709
636, 0.572700, 0.730607, 0.623030
637, 0.637067, 0.737041, 0.550711
643, 0.357086, 0.686255, 0.550195
644, 0.577374, 0.730015, 0.767457
649, 0.577506, 0.782890, 0.709954
650, 0.426146, 0.673490, 0.343873
655, 0.482179, 0.631796, 0.503649
656, 0.500431, 0.618905, 0.595865
657, 0.541383, 0.718054, 0.770337
662, 0.787789, 0.936324, 0.848051
663, 0.576528, 0.741404, 0.735557
667, 0.743395, 0.885502, 0.846606
668, 0.533287, 0.667850, 0.786574
669, 0.681734, 0.845019, 0.774082
670, 0.749616, 0.809585, 0.911892
671, 0.767445, 0.849313, 0.855058
672, 0.601046, 0.765680, 0.742821
675, 0.671889, 0.780539, 0.823156
676, 0.624111, 0.738241, 0.821149
677, 0.800336, 0.859351, 0.926764
678, 0.726262, 0.830767, 0.834618
679, 0.815838, 0.881870, 0.911825
680, 0.531347, 0.805476, 0.734693
685, 0.548558, 0.633701, 0.801511
686, 0.429313, 0.690349, 0.597803
687, 0.717394, 0.830623, 0.790823
688, 0.349010, 0.460956, 0.632602
689, 0.688283, 0.769716, 0.816332
692, 0.568856, 0.783934, 0.708147
693, 0.565431, 0.657285, 0.875321
696, 0.667869, 0.740657, 0.875905
697, 0.606768, 0.745961, 0.801762
698, 0.604177, 0.708324, 0.796092
705, 0.674544, 0.807299, 0.781575
706, 0.867112, 0.936754, 0.923766
707, 0.447766, 0.678536, 0.653189
708, 0.631154, 0.746888, 0.649148
709, 0.567243, 0.667138, 0.741391
710, 0.398650, 0.628409, 0.740865
711, 0.656277, 0.810733, 0.766194
712, 0.468778, 0.629886, 0.854732
716, 0.674635, 0.806500, 0.811063
717, 0.690030, 0.807743, 0.768204
723, 0.366804, 0.534944, 0.564472
724, 0.516625, 0.750838, 0.658957
725, 0.518479, 0.646788, 0.823145
726, 0.565079, 0.646651, 0.850633
727, 0.706287, 0.744539, 0.898441
730, 0.652083, 0.726963, 0.906488
731, 0.775607, 0.813693, 0.949180
732, 0.743958, 0.792563, 0.909559
733, 0.704151, 0.827563, 0.826268
742, 0.420038, 0.559001, 0.578952
743, 0.517669, 0.682821, 0.638639
758, 0.606996, 0.746317, 0.750626
759, 0.632110, 0.819128, 0.814971
760, 0.834329, 0.904443, 0.903074
761, 0.552551, 0.653651, 0.757101
762, 0.785475, 0.868520, 0.870757
763, 0.586396, 0.727220, 0.750727
764, 0.379995, 0.605984, 0.719383
765, 0.434583, 0.583808, 0.574794
766, 0.566872, 0.721921, 0.737374
767, 0.489688, 0.733489, 0.661844
768, 0.736565, 0.829775, 0.823817
769, 0.700276, 0.840988, 0.824536
770, 0.758675, 0.833272, 0.856889
771, 0.444163, 0.653827, 0.614592
772, 0.670807, 0.774175, 0.798668
773, 0.672024, 0.792160, 0.803761
774, 0.611458, 0.778201, 0.749694
775, 0.763351, 0.819820, 0.876218
776, 0.670474, 0.763360, 0.749668
777, 0.588601, 0.715647, 0.716378
778, 0.819214, 0.920917, 0.923340
779, 0.533913, 0.643655, 0.829861
780, 0.529133, 0.671512, 0.802718
781, 0.743220, 0.846658, 0.869034
782, 0.625638, 0.811215, 0.776342
783, 0.630055, 0.798615, 0.779026
784, 0.471349, 0.580907, 0.573075
785, 0.611294, 0.712424, 0.808096
786, 0.599692, 0.773536, 0.761900
799, 0.729153, 0.855703, 0.864953
800, 0.509993, 0.609009, 0.745250
801, 0.595594, 0.718372, 0.768937
802, 0.705017, 0.815638, 0.842405
803, 0.623931, 0.735679, 0.849632
809, 0.464574, 0.624031, 0.638856
810, 0.437795, 0.505896, 0.732326
811, 0.751037, 0.799610, 0.880080
812, 0.508947, 0.634055, 0.747746
813, 0.579113, 0.663122, 0.826156
820, 0.721210, 0.833479, 0.799709
821, 0.729721, 0.815903, 0.875185
822, 0.795871, 0.875292, 0.901273
832, 0.690232, 0.791069, 0.795542
833, 0.664792, 0.813202, 0.818139
834, 0.630367, 0.757686, 0.734565
835, 0.473506, 0.629379, 0.672974
836, 0.418558, 0.576345, 0.521584
837, 0.808170, 0.889084, 0.914021
838, 0.489839, 0.612529, 0.732968
839, 0.566297, 0.656161, 0.710363
840, 0.425226, 0.572306, 0.635092
841, 0.622844, 0.720364, 0.794945
842, 0.697325, 0.799651, 0.832492
843, 0.458752, 0.543360, 0.818946
844, 0.815076, 0.879743, 0.906589
845, 0.845309, 0.899147, 0.931230
849, 0.621315, 0.761430, 0.784155
850, 0.644986, 0.755010, 0.758211
851, 0.491829, 0.742758, 0.606436
856, 0.559363, 0.714257, 0.709437
857, 0.501244, 0.664918, 0.744415
858, 0.594849, 0.731021, 0.758609
859, 0.597414, 0.771838, 0.734643
860, 0.436145, 0.614872, 0.617774
861, 0.802330, 0.940084, 0.830266
868, 0.563173, 0.723594, 0.742354
869, 0.529083, 0.593099, 0.870432
870, 0.672427, 0.768249, 0.784897
905, 0.451228, 0.660794, 0.596379
906, 0.444803, 0.637148, 0.551850
907, 0.755119, 0.827768, 0.816561
916, 0.874230, 0.931375, 0.931463
917, 0.612323, 0.730553, 0.743724
918, 0.762687, 0.844868, 0.865743
925, 0.571161, 0.758601, 0.742772
926, 0.816415, 0.848789, 0.939909
927, 0.662631, 0.782620, 0.813018
931, 0.582516, 0.728166, 0.676572
932, 0.475835, 0.609823, 0.689539
933, 0.753513, 0.826141, 0.920709
934, 0.606960, 0.828134, 0.694616
944, 0.732626, 0.817384, 0.885892
945, 0.653840, 0.789468, 0.809692
946, 0.781253, 0.870197, 0.900268
958, 0.663980, 0.760466, 0.876634
959, 0.786890, 0.893600, 0.861158
960, 0.791753, 0.877398, 0.927424
961, 0.882539, 0.942832, 0.965038
964, 0.528233, 0.687061, 0.728441
965, 0.660672, 0.768658, 0.863403
966, 0.798216, 0.902245, 0.884180
969, 0.650848, 0.744181, 0.868862
970, 0.582902, 0.714372, 0.790285
971, 0.490211, 0.663720, 0.808999
972, 0.537018, 0.649935, 0.877089
973, 0.545219, 0.625883, 0.899926
974, 0.734976, 0.807031, 0.912602
